==PROF== Connected to process 970341 (/home/WillFu/parallel/final/HeCBench/experiment-cuda/results/page-rank/baseline/main)
==PROF== Disconnected from process 970341
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","hz","7593372740.58",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","hz","1799917533.44",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","23795655",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Memory Throughput","%","78.38",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Throughput","%","34.44",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Duration","ns","13219904",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","85.98",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","L2 Cache Throughput","%","78.38",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","SM Active Cycles","cycle","20932791.19",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","6.35",
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","SpeedOfLight","","","","SOLBottleneck","OPT","Memory is more heavily utilized than Compute: Look at the Memory Workload Analysis section to identify the L2 bottleneck. Check memory replay (coalescing) metrics to make sure you're efficiently utilizing the bytes transferred. Also consider whether it is possible to do more work per memory access (kernel fusion) or whether there are values you can (re)compute.","",""
"0","970341","main","127.0.0.1","map(const int *, const float *, float *, const unsigned int *, int)","1","7","(256, 1, 1)","(79, 1, 1)","0","8.6","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (FP32) to double (FP64) performance on this device is 64:1. The workload achieved  close to 0% of this device's FP32 peak performance and 0% of its FP64 peak performance. See the Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
